"x","y","c"
25.2696596551687,-16.2599976640195,0
-89.6885397844017,86.4897346124053,0
-89.9359292816371,95.1058065984398,0
-74.534467747435,98.0852594599128,0
33.5979488678277,-15.7466160133481,0
-93.1414517108351,79.8931172583252,0
2.21957145258784,-7.30543341487646,0
22.7270061150193,-16.7669546790421,0
3.86143950745463,-18.8130775466561,0
8.14270856790245,-29.9690019804984,0
4.132822714746,-32.252598553896,0
-74.1099230013788,98.8083460833877,0
16.2647372111678,-18.3080981019884,0
-95.5482807476074,80.8673992753029,0
-98.0845749378204,95.3536190092564,0
2.66649764962494,-15.42152101174,0
25.5995820276439,-25.209793029353,0
-85.7585267629474,92.644814029336,0
-85.704607469961,89.5954951643944,0
3.73966353945434,-32.3763515334576,0
1.37727167457342,-26.7551446333528,0
22.7793282363564,-10.3306752629578,0
25.2351583912969,-18.3504266198725,0
-84.6997070126235,96.6524602845311,0
-72.2618306986988,96.9814788550138,0
23.1802873313427,-21.0906747728586,0
-95.238680858165,77.4720055982471,0
-95.4068999737501,89.4842183217406,0
8.3340008277446,-3.79291740246117,0
27.3062133230269,-3.87117140926421,0
-78.2649414613843,99.5024153031409,0
22.7110766340047,-3.49219553172588,0
2.21777148544788,-26.7624340485781,0
14.3445777706802,-11.9505424983799,0
14.7966441698372,-29.7720544040203,0
4.55350242555141,-3.02030220627785,0
19.3670657463372,-6.63991067558527,0
13.1655389908701,-13.2939679548144,0
19.1348783206195,-9.94080672971904,0
17.9819529876113,-12.9773293621838,0
49.3384376633912,-42.5365075469017,1
-8.96592861972749,-13.1759616080672,1
18.9114269800484,-40.4413613025099,1
51.4207482803613,-4.62746191769838,1
4.26297192461789,-69.3876354023814,1
18.5863340273499,-51.107188500464,1
49.4120837189257,-56.0675714164972,1
41.6102587711066,-39.386966638267,1
20.1553604565561,-56.2479354906827,1
12.5208452343941,-75.2308019902557,1
40.0400217156857,-51.4889345504344,1
-33.6257428862154,-5.23094246163964,1
25.1662030350417,-46.8807521276176,1
-9.5579553861171,-22.1929298713803,1
26.5612105373293,27.5612197816372,1
44.1378926392645,-53.3299751579762,1
36.6281356662512,-26.7026627901942,1
17.5241289660335,-46.9799066428095,1
-22.6236952934414,-13.6293418239802,1
52.487770235166,-19.6110329125077,1
52.6164871640503,-49.2934141773731,1
13.6593856383115,-44.9245995376259,1
51.0288160294294,-25.4433681257069,1
69.205956440419,-4.13482217118144,1
-1.79897299967706,-7.89824808016419,1
17.2877985052764,-73.9247818943113,1
70.683513302356,-3.25294607318938,1
69.7362111881375,-33.8757819496095,1
-25.6561735644937,-16.329931654036,1
-20.1135932933539,-26.1918014381081,1
10.4417568072677,-67.7154969424009,1
-7.30860228650272,-22.0050401985645,1
19.7867773473263,-41.6353292763233,1
8.09009065851569,-67.590658692643,1
21.7224122490734,28.0142321716994,1
-21.7707084491849,-32.4621923733503,1
67.063177889213,-25.6636533420533,1
4.46182629093528,24.3422647472471,1
19.8231917340308,-35.7603911776096,1
44.1884248983115,-28.7347875535488,1
-21.8945828266442,17.1058527193964,2
-54.186001745984,-44.6981631219387,2
54.5716552995145,39.1123112756759,2
60.1393267977983,-63.2850154303014,2
46.2497626896948,-98.6415477003902,2
45.594105264172,64.1682257410139,2
75.6209638901055,-90.4198361095041,2
63.4491892997175,23.0450745206326,2
14.1655381303281,74.7956612613052,2
85.962251201272,-16.8468914926052,2
-62.9305695649236,-23.0304364115,2
18.7982962001115,-80.9709585737437,2
30.7679565157741,-84.7012993879616,2
-61.8889463599771,-4.86155417747796,2
-61.1625901889056,-3.5623352508992,2
-41.5744927711785,-44.2454450298101,2
-50.2393754664809,-7.27189863100648,2
78.0526296701282,-45.0015060603619,2
-59.6413408406079,-3.87327610515058,2
68.8661691267043,5.60630806721747,2
37.3258056584746,-73.3086357358843,2
21.112288814038,65.3004684951156,2
8.34337463602424,-89.2571984324604,2
-6.82492973282933,21.9553400296718,2
13.1930107716471,37.927357153967,2
-0.568015780299902,9.75910532288253,2
49.5937810279429,31.2748737633228,2
-16.6156610939652,-60.0963452830911,2
32.7089833561331,24.292251560837,2
-49.1298709064722,-60.946537181735,2
25.3513803239912,-84.7480377182364,2
99.3377768434584,-9.95831028558314,2
79.297076491639,-82.4803763534874,2
39.1683673951775,50.7272794377059,2
70.9811933338642,7.83243072219193,2
-8.56431368738413,-52.8230207972229,2
9.72985504195094,-93.322090851143,2
56.6480517853051,1.22539745643735,2
45.9345687180758,18.3511942625046,2
-49.9450453091413,-12.4375666026026,2
-48.3701181132346,36.2651102244854,3
55.5277694016695,82.2003749199212,3
-99.0513732191175,-42.8982768207788,3
-71.3386887684464,-73.9933100529015,3
98.7902440596372,41.46424587816,3
59.071934921667,55.0430222880095,3
-22.1699986141175,53.4872163552791,3
81.3372589182109,64.2818616703153,3
-63.6944043915719,-81.5627323463559,3
-15.4688473790884,39.1697793733329,3
-92.915814043954,-54.8862900119275,3
91.4372920524329,62.7803125884384,3
-21.2235299870372,49.6053045149893,3
86.5930524189025,50.8244467433542,3
-88.7142361607403,-80.4803053848445,3
52.5338226929307,64.1685598995537,3
97.1233554184437,-74.7062583453953,3
-34.8603377584368,-94.7859560605139,3
-46.4032878633589,64.1433827579021,3
-75.6200561765581,-74.1006231866777,3
99.4321218691766,65.8043337985873,3
85.086950333789,10.5344059411436,3
-59.0632810723037,-97.2795524634421,3
-82.2574449237436,-56.5613410435617,3
64.93845959194,65.3496731538326,3
-53.5332606174052,37.607471132651,3
-24.6800809167325,33.3373229019344,3
-30.049242824316,-97.8321097791195,3
-19.6975822560489,48.3346061781049,3
-93.9515917096287,-42.3118569422513,3
74.7715884819627,90.3548508416861,3
-68.4127474669367,-94.4306589197367,3
81.6779428627342,-95.1069034170359,3
-19.1800562199205,45.3646954614669,3
-47.6644434500486,32.0921044796705,3
54.21287198551,84.2427157331258,3
-99.1396427620202,-52.1660093683749,3
-36.6521259304136,37.4531211331487,3
64.4110330846161,79.843074735254,3
-24.197590816766,-92.2728588338941,3
-88.2361358031631,63.2468486204743,4
-52.3085310123861,76.8879195675254,4
-86.6971318610013,53.8580691441894,4
99.6333189308643,97.0774683170021,4
-82.1261273697019,23.2937261462212,4
-49.4045765139163,78.1617287080735,4
-27.1183602046221,83.334556594491,4
-85.1805735845119,38.8745726086199,4
-93.8456750940531,-75.3695353865623,4
-93.4553152415901,45.0708736199886,4
-73.7741061020643,75.3514257725328,4
-64.6327365655452,71.9336323440075,4
-49.5736183598638,65.5467269942164,4
-68.061869777739,85.8408804982901,4
-99.2409301921725,-99.763395730406,4
-81.7432150244713,39.3021008465439,4
-73.3431739266962,59.8375060595572,4
-96.5893919114023,54.4526715762913,4
-83.8053814135492,21.2309814058244,4
-75.370953604579,51.2402924243361,4
-45.7019942812622,67.724902741611,4
-77.3808224126697,53.9840000681579,4
-71.0604945197701,61.9351138360798,4
-55.6689974851906,83.2106473855674,4
-69.594823056832,59.2981602530926,4
-82.0967433508486,25.1105303876102,4
-57.788987737149,81.8896782584488,4
-45.7901555113494,87.3710229061544,4
-47.3585773259401,80.8390129357576,4
-46.3885525241494,95.9311991464347,4
91.1610314622521,89.0088102314621,4
-50.1488350331783,91.2203698419034,4
-94.5967481937259,-79.4401190243661,4
-2.73558716289699,80.2105350419879,4
-60.2347262669355,74.0794298239052,4
-99.9136808328331,40.866931527853,4
-70.7494966685772,71.3249706663191,4
-52.8304181061685,85.8956793323159,4
67.6711480133235,99.3812101893127,4
99.3290065787733,81.6978698130697,4
